Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalPerformance
108,male,group C,some high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,51,52,41,low
109,female,group A,,standard,none,divorced,sometimes,yes,3.0,school_bus,> 10,75,78,76,medium
110,male,group D,bachelor's degree,standard,none,married,regularly,yes,7.0,,5 - 10,95,77,80,medium
111,male,group E,master's degree,standard,none,married,sometimes,yes,3.0,private,< 5,87,76,71,medium
112,female,group D,high school,standard,none,divorced,sometimes,yes,0.0,,5 - 10,80,74,75,medium
113,male,group D,bachelor's degree,standard,completed,single,regularly,yes,,private,> 10,91,89,90,high
114,male,,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,74,65,69,low
115,female,group D,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,< 5,69,75,79,medium
116,male,group A,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,59,45,43,low
117,male,group E,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,5 - 10,65,65,61,low
118,female,group C,some college,standard,completed,single,regularly,yes,,private,> 10,67,83,81,medium
119,male,group D,associate's degree,standard,completed,single,never,yes,3.0,private,,60,56,63,low
120,male,group C,,standard,none,single,sometimes,yes,1.0,school_bus,< 5,80,74,71,medium
122,female,group C,some college,standard,none,married,sometimes,no,4.0,school_bus,< 5,28,43,40,low
123,male,group B,associate's degree,free/reduced,none,single,never,yes,2.0,private,5 - 10,27,33,27,low
124,female,,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,59,62,58,low
126,male,group A,associate's degree,standard,none,single,sometimes,no,1.0,private,5 - 10,63,62,51,low
127,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,3.0,school_bus,5 - 10,91,86,87,high
128,male,group C,some college,standard,none,single,never,yes,4.0,school_bus,> 10,90,86,80,medium
129,male,group D,master's degree,standard,completed,married,,yes,3.0,private,> 10,100,90,99,high
130,male,group E,some high school,standard,none,married,regularly,yes,2.0,school_bus,< 5,61,60,55,low
131,female,group D,associate's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,58,72,70,low
132,male,group B,some college,free/reduced,completed,married,sometimes,no,3.0,school_bus,< 5,51,56,55,low
133,male,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,62,67,65,low
134,male,group C,,standard,,married,regularly,yes,1.0,,5 - 10,39,48,45,low
135,male,group A,,standard,none,married,never,yes,3.0,school_bus,< 5,76,73,67,medium
136,male,group C,master's degree,standard,none,married,never,,3.0,private,< 5,65,70,64,low
137,female,group C,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,5 - 10,85,81,80,medium
138,male,group A,some high school,standard,none,widowed,regularly,yes,5.0,school_bus,5 - 10,64,66,60,low
139,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,69,59,57,low
140,female,group B,high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,60,74,68,low
141,male,group D,bachelor's degree,standard,none,married,regularly,yes,3.0,school_bus,> 10,85,77,81,medium
142,male,group D,master's degree,free/reduced,completed,single,sometimes,yes,3.0,school_bus,< 5,89,90,90,high
143,female,group C,,standard,completed,married,sometimes,no,3.0,private,> 10,76,90,89,medium
144,male,group B,some college,standard,completed,widowed,regularly,yes,2.0,,5 - 10,76,75,76,medium
145,male,group D,some college,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,91,88,86,high
146,female,group C,associate's degree,free/reduced,none,single,regularly,yes,3.0,school_bus,< 5,83,89,88,high
147,female,group E,associate's degree,free/reduced,completed,married,,no,2.0,school_bus,5 - 10,71,79,84,medium
148,male,group B,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,83,80,82,medium
149,female,group E,some college,standard,none,married,regularly,no,4.0,private,5 - 10,92,95,97,high
150,male,group B,high school,free/reduced,none,single,regularly,yes,1.0,,< 5,82,63,65,medium
151,male,,some college,standard,none,divorced,regularly,yes,2.0,school_bus,5 - 10,71,58,60,low
152,male,group E,high school,standard,none,single,sometimes,no,1.0,private,5 - 10,54,52,47,low
153,female,group B,high school,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,71,72,73,medium
154,female,group D,associate's degree,standard,none,married,sometimes,yes,3.0,school_bus,> 10,64,63,68,low
155,female,group B,associate's degree,standard,none,single,never,no,1.0,school_bus,< 5,65,64,62,low
156,female,group C,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,79,92,92,high
157,female,,bachelor's degree,standard,none,married,regularly,yes,2.0,private,< 5,65,84,86,medium
158,male,group E,some high school,free/reduced,completed,married,sometimes,no,3.0,school_bus,> 10,59,48,47,low
159,male,group E,high school,standard,none,married,never,no,,school_bus,5 - 10,66,61,55,low
160,male,group C,some high school,standard,none,married,sometimes,yes,2.0,private,< 5,86,85,84,medium
161,female,group A,associate's degree,standard,none,married,sometimes,no,1.0,private,5 - 10,80,87,83,medium
162,male,group C,associate's degree,standard,completed,married,sometimes,yes,3.0,school_bus,< 5,83,82,79,medium
163,female,group B,some high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,69,71,81,medium
164,male,group C,associate's degree,free/reduced,none,divorced,never,yes,3.0,school_bus,,57,63,60,low
165,female,group E,bachelor's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,> 10,61,63,64,low
166,male,group D,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,62,61,57,low
167,male,group D,associate's degree,standard,,married,regularly,yes,4.0,school_bus,5 - 10,80,85,86,medium
168,male,,some college,free/reduced,none,married,never,yes,3.0,school_bus,5 - 10,59,59,46,low
169,male,group C,some high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,79,81,83,medium
170,female,group B,master's degree,standard,completed,single,never,,2.0,school_bus,> 10,79,90,98,high
171,female,group E,bachelor's degree,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10,80,90,93,high
172,female,group E,some college,standard,none,single,never,yes,1.0,school_bus,5 - 10,93,98,95,high
173,female,group B,bachelor's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,75,81,77,medium
175,female,group C,some college,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,85,84,89,high
176,male,group A,some college,standard,none,married,,yes,1.0,school_bus,5 - 10,73,69,71,medium
177,male,group C,some high school,standard,,single,sometimes,yes,2.0,school_bus,5 - 10,58,60,61,low
178,female,group D,some high school,standard,none,married,regularly,no,1.0,school_bus,< 5,48,67,63,low
179,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1.0,private,,50,56,53,low
180,male,group C,some high school,standard,completed,married,regularly,yes,0.0,private,> 10,90,81,73,medium
181,male,group E,some college,standard,none,married,sometimes,yes,2.0,school_bus,< 5,73,65,59,low
183,male,group E,bachelor's degree,standard,completed,married,sometimes,no,2.0,private,> 10,79,69,72,medium
184,male,,some college,standard,completed,married,regularly,no,2.0,school_bus,5 - 10,76,76,85,medium
185,female,group B,,standard,none,single,sometimes,no,3.0,private,5 - 10,56,68,63,low
186,male,group B,high school,standard,none,married,never,no,3.0,school_bus,< 5,54,48,43,low
187,male,group B,associate's degree,free/reduced,none,single,sometimes,no,1.0,school_bus,< 5,60,63,50,low
188,female,group D,bachelor's degree,standard,completed,married,sometimes,no,2.0,school_bus,< 5,64,79,78,medium
189,male,group E,,standard,none,married,sometimes,no,2.0,private,5 - 10,73,72,75,medium
190,male,group D,some college,free/reduced,none,married,regularly,yes,,,5 - 10,71,60,64,low
191,female,group B,some high school,standard,,single,sometimes,no,3.0,private,5 - 10,54,72,66,low
192,female,group E,high school,standard,none,married,never,yes,7.0,private,5 - 10,78,71,73,medium
194,female,group E,,free/reduced,completed,single,sometimes,yes,4.0,school_bus,5 - 10,62,74,68,low
196,male,group C,high school,free/reduced,completed,divorced,never,no,3.0,school_bus,< 5,63,61,64,low
198,female,group D,master's degree,standard,none,married,sometimes,yes,1.0,private,< 5,66,80,81,medium
199,female,group E,high school,standard,completed,single,regularly,no,2.0,school_bus,> 10,97,99,95,high
200,male,group C,associate's degree,standard,none,divorced,never,no,2.0,private,5 - 10,54,52,53,low
201,female,group C,some high school,free/reduced,completed,divorced,regularly,yes,5.0,private,> 10,48,64,62,low
202,female,,some college,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,73,93,82,medium
204,male,group B,some high school,standard,none,married,sometimes,yes,0.0,,5 - 10,43,43,37,low
205,female,group B,high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,64,73,65,low
206,male,group D,some high school,free/reduced,none,single,regularly,no,3.0,school_bus,5 - 10,66,68,65,low
207,male,group E,some high school,standard,,single,regularly,yes,3.0,private,5 - 10,94,79,76,medium
208,female,group B,high school,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,72,68,67,low
209,female,group B,associate's degree,free/reduced,completed,married,sometimes,no,1.0,private,< 5,53,65,68,low
210,female,group E,some high school,standard,completed,married,sometimes,no,4.0,private,5 - 10,69,84,81,medium
211,male,group B,master's degree,free/reduced,,married,sometimes,yes,1.0,private,> 10,63,64,68,low
212,male,group E,,free/reduced,none,married,,no,2.0,school_bus,< 5,90,82,77,medium
213,male,group C,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,67,57,52,low
214,female,,associate's degree,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,52,64,62,low
215,female,group C,associate's degree,free/reduced,none,married,sometimes,no,1.0,private,< 5,66,79,74,medium
216,female,group C,high school,standard,none,married,never,yes,2.0,,5 - 10,32,45,41,low
217,male,group A,associate's degree,free/reduced,completed,married,regularly,yes,1.0,school_bus,5 - 10,63,55,60,low
218,male,,associate's degree,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,91,93,90,high
219,female,group D,associate's degree,standard,none,married,regularly,yes,1.0,private,> 10,81,85,86,medium
220,female,group A,associate's degree,standard,completed,single,sometimes,yes,1.0,private,< 5,46,65,67,low
221,female,group C,bachelor's degree,standard,completed,widowed,sometimes,yes,4.0,school_bus,5 - 10,56,71,67,low
222,female,group C,some college,standard,none,single,regularly,no,2.0,school_bus,5 - 10,77,82,78,medium
223,male,group D,high school,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,97,80,88,high
224,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,58,79,78,medium
225,female,group D,some college,free/reduced,,married,regularly,yes,5.0,,< 5,71,78,78,medium
227,female,group C,some high school,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,55,66,66,low
228,female,group C,some high school,standard,,married,regularly,yes,3.0,school_bus,5 - 10,79,77,80,medium
229,male,group C,associate's degree,standard,completed,,sometimes,yes,3.0,school_bus,5 - 10,67,71,66,low
230,male,group D,high school,standard,none,married,sometimes,no,2.0,private,< 5,46,46,39,low
231,female,group A,high school,standard,completed,married,regularly,no,1.0,school_bus,5 - 10,84,92,95,high
232,male,group B,some high school,standard,none,married,sometimes,yes,5.0,private,< 5,80,78,73,medium
233,female,group A,some college,standard,completed,divorced,,no,3.0,school_bus,5 - 10,64,80,76,medium
234,female,group D,associate's degree,standard,,married,sometimes,yes,3.0,private,5 - 10,52,60,61,low
235,male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,70,67,75,medium
236,female,group B,bachelor's degree,standard,none,married,regularly,yes,0.0,private,> 10,66,61,61,low
238,male,group B,high school,free/reduced,completed,single,sometimes,yes,0.0,school_bus,< 5,60,49,54,low
239,female,group E,master's degree,standard,none,married,sometimes,yes,2.0,private,< 5,70,71,73,medium
240,male,group C,some college,free/reduced,none,single,sometimes,yes,2.0,school_bus,5 - 10,42,40,38,low
242,male,group E,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,> 10,61,65,61,low
243,female,group D,high school,standard,,married,never,no,,school_bus,5 - 10,79,87,87,medium
244,male,group D,high school,free/reduced,none,married,never,yes,0.0,,5 - 10,46,47,41,low
245,female,group B,master's degree,standard,none,divorced,regularly,no,2.0,school_bus,> 10,69,66,71,low
247,female,group E,high school,standard,none,single,sometimes,yes,0.0,school_bus,5 - 10,77,74,76,medium
248,female,group E,some college,free/reduced,none,single,regularly,yes,2.0,school_bus,< 5,51,69,72,low
249,male,group C,some college,standard,completed,single,regularly,no,4.0,school_bus,5 - 10,74,65,63,low
250,male,group D,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,75,63,63,low
251,male,group B,associate's degree,free/reduced,none,married,regularly,yes,3.0,private,5 - 10,76,80,76,medium
252,female,group D,master's degree,standard,none,married,never,yes,4.0,private,5 - 10,68,77,78,medium
253,female,group B,some college,free/reduced,none,married,regularly,yes,0.0,private,5 - 10,41,60,63,low
254,male,group D,some high school,standard,completed,single,never,yes,5.0,private,5 - 10,70,65,67,low
255,female,group D,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,53,79,72,low
256,male,group C,some college,standard,,married,sometimes,yes,2.0,private,< 5,57,66,59,low
257,male,group D,,standard,completed,single,regularly,yes,0.0,private,5 - 10,64,61,64,low
258,male,group C,some high school,standard,completed,married,sometimes,yes,0.0,private,< 5,85,95,88,high
259,female,group B,some high school,standard,none,married,sometimes,no,2.0,private,> 10,53,72,69,low
260,male,group C,some high school,standard,none,divorced,sometimes,no,1.0,school_bus,> 10,59,60,54,low
261,male,group B,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,76,55,66,low
263,male,group C,some college,free/reduced,none,divorced,regularly,no,2.0,,< 5,65,67,66,low
264,female,group C,high school,free/reduced,none,divorced,regularly,yes,1.0,school_bus,< 5,48,68,59,low
265,female,group D,,free/reduced,none,single,never,yes,1.0,school_bus,,51,53,54,low
266,female,group C,some high school,standard,none,married,sometimes,no,1.0,school_bus,> 10,69,84,88,medium
267,male,group E,some college,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,97,87,81,high
268,female,group E,high school,standard,,married,regularly,yes,0.0,private,< 5,65,63,61,low
269,female,group B,high school,free/reduced,none,single,sometimes,no,,school_bus,5 - 10,47,54,50,low
270,male,group D,some college,standard,,divorced,sometimes,no,1.0,,> 10,100,94,86,high
271,male,group B,associate's degree,standard,completed,married,never,yes,3.0,school_bus,5 - 10,80,76,74,medium
272,female,group E,bachelor's degree,standard,none,divorced,never,yes,1.0,private,5 - 10,70,72,70,medium
273,female,group B,some college,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,84,91,89,high
274,male,group D,some college,free/reduced,completed,married,sometimes,yes,0.0,private,5 - 10,43,49,51,low
275,female,group C,associate's degree,standard,none,divorced,regularly,no,5.0,school_bus,> 10,73,80,85,medium
276,male,group D,some high school,standard,completed,married,sometimes,no,2.0,,5 - 10,88,84,83,medium
278,male,group C,some high school,standard,none,single,sometimes,no,3.0,private,5 - 10,71,75,71,medium
279,female,group B,some college,standard,completed,married,never,no,2.0,school_bus,5 - 10,63,73,78,medium
280,male,group E,some college,free/reduced,completed,,sometimes,yes,3.0,school_bus,5 - 10,75,60,63,low
281,female,group D,high school,free/reduced,completed,single,sometimes,yes,4.0,private,< 5,40,57,56,low
282,male,group D,bachelor's degree,free/reduced,none,married,never,no,2.0,private,5 - 10,52,46,42,low
283,female,,associate's degree,standard,none,single,sometimes,no,3.0,school_bus,> 10,65,77,80,medium
284,male,,bachelor's degree,free/reduced,none,married,regularly,yes,0.0,,> 10,71,51,50,low
285,female,group D,some college,standard,,single,regularly,yes,3.0,school_bus,< 5,51,61,62,low
286,female,group E,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,71,77,79,medium
287,male,group D,some college,free/reduced,completed,married,sometimes,no,3.0,school_bus,> 10,74,70,72,medium
288,female,group C,some high school,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,49,59,50,low
289,female,,some college,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,79,87,89,medium
290,male,group C,some high school,free/reduced,none,divorced,sometimes,yes,5.0,private,5 - 10,63,59,56,low
291,female,group A,,standard,completed,married,sometimes,no,1.0,school_bus,< 5,59,86,83,medium
292,female,group D,some college,standard,none,married,never,yes,4.0,,< 5,58,68,60,low
293,male,group C,associate's degree,standard,none,married,regularly,no,1.0,private,5 - 10,92,89,88,high
294,female,group E,,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,65,76,84,medium
295,male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1.0,private,,40,38,35,low
296,female,group C,associate's degree,standard,none,,sometimes,yes,2.0,private,5 - 10,77,89,90,medium
297,female,group A,bachelor's degree,standard,none,married,regularly,yes,3.0,private,5 - 10,81,95,95,high
298,female,group E,some college,standard,none,single,sometimes,no,3.0,school_bus,5 - 10,77,81,76,medium
299,female,group D,some college,standard,none,married,never,,,school_bus,5 - 10,85,86,83,medium
300,female,group D,some college,free/reduced,none,divorced,regularly,no,1.0,school_bus,5 - 10,80,89,89,high
301,female,group D,some high school,standard,none,married,regularly,no,1.0,,,61,69,72,low
302,male,group C,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,70,62,65,low
303,male,,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,73,64,65,low
304,female,group B,some high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,96,93,97,high
305,female,group D,high school,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,76,82,88,medium
306,female,group C,high school,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,80,87,88,medium
307,male,group C,associate's degree,free/reduced,none,married,regularly,no,2.0,school_bus,5 - 10,53,64,53,low
308,female,group D,some college,standard,completed,married,sometimes,yes,4.0,private,5 - 10,70,86,85,medium
309,male,group A,some high school,standard,completed,single,regularly,yes,1.0,private,< 5,58,57,65,low
310,male,group B,some college,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,< 5,49,53,49,low
311,male,,associate's degree,standard,none,married,regularly,yes,0.0,private,5 - 10,80,71,70,medium
312,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,68,76,78,medium
313,male,group C,associate's degree,free/reduced,,widowed,sometimes,yes,2.0,private,5 - 10,67,60,57,low
314,female,group E,some high school,standard,none,married,regularly,no,2.0,private,< 5,74,83,79,medium
315,female,group D,some high school,standard,completed,married,never,no,2.0,school_bus,5 - 10,72,79,79,medium
317,female,group E,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,56,63,60,low
318,female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,48,74,73,low
319,male,group D,high school,standard,completed,married,sometimes,yes,1.0,,< 5,85,76,81,medium
320,male,group C,some college,standard,,married,never,yes,4.0,school_bus,5 - 10,79,70,75,medium
321,male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,70,71,71,medium
322,female,group B,some college,free/reduced,none,,regularly,no,1.0,school_bus,> 10,35,41,37,low
324,female,group C,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,82,88,95,high
325,male,group B,associate's degree,standard,none,married,sometimes,yes,,school_bus,5 - 10,79,77,69,medium
326,male,group C,associate's degree,standard,,married,sometimes,yes,0.0,private,> 10,77,80,70,medium
327,male,group B,master's degree,standard,completed,single,sometimes,no,1.0,school_bus,5 - 10,81,80,76,medium
328,male,group B,master's degree,standard,completed,married,never,yes,1.0,private,5 - 10,95,92,96,high
329,male,group A,,standard,none,married,regularly,yes,4.0,private,< 5,78,72,68,medium
330,female,group C,some college,free/reduced,completed,married,regularly,no,2.0,school_bus,5 - 10,46,63,64,low
331,male,group E,some college,free/reduced,none,married,regularly,no,1.0,private,> 10,74,65,61,low
332,female,group E,some college,standard,none,married,sometimes,no,,school_bus,< 5,69,72,69,medium
334,male,group E,some college,standard,none,,sometimes,yes,2.0,private,> 10,89,72,71,medium
335,female,group E,some college,standard,completed,married,regularly,yes,4.0,private,> 10,91,97,99,high
336,female,group D,some college,standard,none,single,never,yes,,private,5 - 10,64,80,75,medium
337,male,group E,some high school,free/reduced,none,married,regularly,no,3.0,private,5 - 10,49,32,25,low
338,male,group B,associate's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,82,80,80,medium
339,female,group E,high school,standard,none,single,sometimes,yes,1.0,,< 5,36,50,53,low
340,male,group D,master's degree,free/reduced,completed,married,regularly,yes,0.0,private,> 10,66,69,72,low
341,female,,some college,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,57,76,77,medium
342,male,,some college,standard,none,,sometimes,yes,0.0,,< 5,71,64,65,low
343,female,group C,some high school,free/reduced,none,married,regularly,yes,4.0,private,< 5,45,59,62,low
344,female,group B,some college,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,63,80,75,medium
345,male,group E,some high school,standard,completed,widowed,regularly,yes,2.0,school_bus,> 10,86,79,87,medium
346,female,,some high school,standard,completed,married,sometimes,yes,3.0,school_bus,> 10,65,89,86,medium
347,male,group C,associate's degree,free/reduced,none,single,sometimes,no,5.0,school_bus,> 10,93,87,75,medium
348,male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1.0,private,< 5,68,62,64,low
349,female,group C,,free/reduced,none,married,sometimes,yes,,school_bus,5 - 10,53,67,69,low
350,female,group D,bachelor's degree,standard,completed,single,sometimes,yes,2.0,school_bus,< 5,61,71,73,low
351,male,group D,some high school,standard,none,married,regularly,yes,3.0,private,5 - 10,89,68,75,medium
353,female,group C,high school,standard,none,married,sometimes,yes,0.0,,< 5,48,50,58,low
355,male,group C,associate's degree,standard,completed,,,yes,2.0,school_bus,< 5,64,53,61,low
356,male,group C,high school,standard,completed,married,regularly,no,1.0,school_bus,> 10,64,69,64,low
357,male,group B,some high school,standard,completed,married,never,no,3.0,school_bus,5 - 10,58,64,55,low
358,female,group C,associate's degree,standard,none,married,sometimes,yes,3.0,private,> 10,91,95,93,high
359,male,,high school,standard,completed,married,sometimes,no,3.0,private,5 - 10,76,76,75,medium
360,female,group D,high school,standard,completed,married,sometimes,yes,5.0,school_bus,< 5,60,62,69,low
361,female,group C,some high school,standard,completed,married,regularly,yes,0.0,,5 - 10,82,84,85,medium
362,female,group C,some high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,5 - 10,57,69,66,low
363,male,group B,high school,free/reduced,none,divorced,regularly,yes,4.0,school_bus,5 - 10,60,53,44,low
365,male,group B,high school,standard,none,married,regularly,no,2.0,private,< 5,81,78,75,medium
366,female,group C,bachelor's degree,standard,completed,single,sometimes,yes,2.0,school_bus,5 - 10,50,52,54,low
368,female,group D,some college,free/reduced,,married,regularly,no,3.0,private,5 - 10,59,56,63,low
369,female,group A,,standard,none,divorced,sometimes,yes,3.0,private,5 - 10,85,87,87,high
370,male,group B,associate's degree,standard,completed,single,sometimes,yes,3.0,private,5 - 10,81,81,81,medium
371,male,group B,some college,free/reduced,none,single,regularly,yes,0.0,private,,46,53,44,low
372,female,group C,some college,free/reduced,completed,married,sometimes,yes,5.0,school_bus,> 10,36,47,54,low
373,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,32,54,54,low
374,male,group D,high school,free/reduced,none,,sometimes,yes,4.0,school_bus,< 5,65,65,59,low
375,female,group B,associate's degree,standard,none,married,sometimes,yes,1.0,private,< 5,55,74,67,low
376,male,group C,some high school,free/reduced,completed,single,regularly,yes,0.0,,5 - 10,61,70,74,low
377,male,,associate's degree,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,65,78,67,medium
378,female,group B,high school,standard,completed,divorced,regularly,yes,2.0,private,5 - 10,77,85,84,medium
380,male,,some high school,free/reduced,completed,divorced,sometimes,yes,1.0,school_bus,> 10,71,73,74,medium
381,male,group C,associate's degree,standard,none,married,sometimes,yes,3.0,private,< 5,80,73,70,medium
382,male,group D,bachelor's degree,standard,none,married,never,no,2.0,private,> 10,80,80,78,medium
383,female,group D,some college,standard,none,divorced,never,no,1.0,,< 5,72,78,80,medium
384,female,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,50,55,55,low
385,male,group E,associate's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,100,89,90,high
386,male,group D,some high school,standard,completed,married,regularly,no,1.0,private,> 10,68,67,72,low
387,female,group C,high school,free/reduced,none,married,sometimes,,2.0,private,5 - 10,56,68,70,low
388,female,group B,high school,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,73,75,77,medium
389,female,group B,master's degree,standard,none,single,never,no,1.0,,< 5,47,56,56,low
390,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,5 - 10,71,78,79,medium
391,male,group C,master's degree,free/reduced,,married,never,yes,3.0,,< 5,42,42,36,low
392,male,group B,some college,standard,completed,married,regularly,yes,2.0,private,< 5,56,44,50,low
393,male,,some college,standard,completed,single,sometimes,yes,1.0,private,> 10,81,72,75,medium
395,female,group C,high school,standard,completed,married,sometimes,no,1.0,private,5 - 10,65,75,70,medium
396,female,group C,associate's degree,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,60,64,61,low
397,male,group C,bachelor's degree,free/reduced,completed,single,sometimes,yes,5.0,,5 - 10,69,69,66,low
398,female,group D,high school,standard,completed,single,sometimes,yes,1.0,school_bus,> 10,52,54,66,low
400,male,group C,associate's degree,standard,completed,divorced,regularly,no,5.0,school_bus,5 - 10,85,79,78,medium
401,male,group C,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,65,57,51,low
402,male,group E,,free/reduced,none,,sometimes,yes,1.0,,5 - 10,73,71,69,medium
403,female,group B,some college,standard,none,single,regularly,no,2.0,school_bus,< 5,54,51,61,low
404,female,group A,bachelor's degree,free/reduced,none,divorced,regularly,yes,4.0,private,5 - 10,65,71,76,medium
405,female,group D,high school,standard,none,divorced,regularly,yes,3.0,private,5 - 10,74,74,72,medium
406,male,group B,some high school,standard,none,divorced,sometimes,no,1.0,private,5 - 10,57,55,46,low
407,male,group D,some high school,standard,completed,married,never,yes,3.0,private,< 5,69,62,55,low
409,female,group B,some high school,standard,completed,married,never,no,3.0,school_bus,5 - 10,74,84,81,medium
411,male,group D,,standard,completed,divorced,never,yes,1.0,school_bus,< 5,82,83,84,medium
412,male,group B,bachelor's degree,standard,none,divorced,sometimes,no,1.0,school_bus,< 5,66,63,63,low
413,female,group B,some high school,free/reduced,none,single,sometimes,yes,2.0,school_bus,> 10,54,66,68,low
414,female,group C,some high school,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,62,72,74,low
415,female,group D,associate's degree,standard,none,,regularly,yes,0.0,private,5 - 10,40,37,42,low
416,male,group D,high school,standard,none,single,regularly,yes,3.0,private,5 - 10,51,35,35,low
417,female,group C,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,< 5,73,79,77,medium
419,male,group D,,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,64,51,53,low
420,female,group B,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,> 10,53,74,70,low
421,male,group A,bachelor's degree,standard,none,divorced,sometimes,no,2.0,,5 - 10,63,52,53,low
422,female,group C,high school,standard,none,single,sometimes,yes,3.0,private,< 5,64,79,74,medium
423,male,group C,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,87,74,64,medium
424,female,group B,high school,free/reduced,none,divorced,regularly,yes,0.0,school_bus,> 10,57,61,71,low
425,male,,associate's degree,free/reduced,,single,regularly,no,1.0,,< 5,52,55,55,low
426,female,group D,some high school,standard,completed,single,sometimes,no,3.0,,5 - 10,58,67,64,low
427,female,group D,high school,standard,completed,married,sometimes,yes,1.0,private,< 5,76,78,79,medium
428,male,,high school,free/reduced,none,widowed,sometimes,no,1.0,private,5 - 10,50,46,41,low
